,id,polarity
270,792268575406972928,Positive
271,792268426446270464,Positive
272,792267274287710208,Neutral
273,792261263942361088,Neutral
274,792260113209974785,Neutral
275,792258418111311872,Negative
276,792257033982664704,Neutral
277,792256563746578433,Neutral
278,792255912241205248,Positive
279,792255522208702464,Neutral
280,792254265398034432,Neutral
281,792252612154388480,Positive
282,792252267818876928,Positive
283,792251534562168832,Neutral
284,792251195092074496,Neutral
285,792249523649253376,Neutral
286,792247082354696192,Neutral
287,792237424474808320,Negative
288,792218948439769088,Negative
289,792201021615288320,Neutral
290,792196100232994817,Negative
291,792194638014590976,Neutral
292,792184182084661250,Neutral
293,792179771840958464,Neutral
294,792176631230128128,Neutral
295,792168599830007808,Negative
296,792159547569868804,Negative
297,792153989597003776,Positive
298,792149412415963137,Neutral
299,792149211307511808,Neutral
300,792147840822829057,Negative
301,792146752992374784,Neutral
302,792146287542099968,Neutral
303,792145894057455616,Neutral
304,792145171056103424,Neutral
305,792144709498114048,Negative
306,792140077153525760,Negative
307,792139662223638529,Neutral
308,792135629035433984,Neutral
309,792132722898591744,Positive
310,792129267534561280,Negative
311,792129045957935105,Neutral
312,792128506750640128,Neutral
313,792128259211268096,Neutral
314,792127779462668288,Negative
315,792126719662718976,Positive
316,792126163841851392,Neutral
317,792125642800238594,Negative
318,792125626635415557,Positive
319,792124939562278912,Negative
320,792123746685448193,Neutral
321,792123436013330433,Neutral
322,792122849922281472,Neutral
323,792122293975670788,Neutral
324,792121456360554498,Neutral
325,792121411896745984,Neutral
326,792120854117318656,Neutral
327,792120602400268288,Neutral
328,792119929206087680,Negative
329,792119454071197697,Positive
330,792118224460582912,Positive
331,792116768391200771,Negative
332,792113247302328320,Neutral
333,792113054469263364,Negative
334,792112915541286912,Neutral
335,792111909004771328,Positive
336,792111240722149376,Neutral
337,792110251013185538,Positive
338,792108344207089664,Positive
339,792107753565253632,Positive
340,792107720576999424,Positive
341,792106116469620736,Negative
342,792105348366733313,Neutral
343,792104887966371840,Neutral
344,792104274083840000,Neutral
345,792104188171788288,Neutral
346,792103476851568640,Positive
347,792102422017605632,Negative
348,792101740531376128,Positive
349,792101132608778241,Positive
350,792099107968053248,Positive
351,792094848119611393,Neutral
352,792093912190054400,Negative
353,792093620862066689,Neutral
354,792092603663736832,Negative
355,792092209680117761,Positive
356,792090709327249412,Neutral
357,792088357887156225,Positive
358,792088300295163905,Neutral
359,792088275011923968,Neutral
360,792088014256156672,Neutral
361,792087858702086144,Negative
362,792087670390480896,Neutral
363,792086984860831744,Negative
364,792086975033540608,Negative
365,792086612796706816,Negative
366,792085903753801728,Positive
367,792085842915393541,Negative
368,792085269281374208,Neutral
369,792085027916017664,Negative
370,792084393078693888,Negative
371,792083555832639488,Neutral
372,792082935709065216,Neutral
373,792082459617792000,Positive
374,792081030563766272,Negative
375,792080554665582592,Negative
376,792079847950606336,Negative
377,792079757898907648,Neutral
378,792079537152598016,Negative
379,792079417896005633,Negative
380,792079271862861829,Negative
381,792078915561000960,Neutral
382,792077287437066240,Negative
383,792077228540583936,Negative
384,792076939796353028,Neutral
385,792076893591855104,Negative
386,792076685852217345,Positive
387,792076583972564992,Neutral
388,792076323892109312,Positive
389,792075619538464768,Positive
390,792075104977117184,Negative
391,792074359422746624,Positive
392,792072962778206208,Negative
393,792071596089442304,Negative
394,792071022728122369,Negative
395,792070715138772994,Negative
396,792069857680424962,Negative
397,792069013656506368,Positive
398,792068954571304960,Neutral
399,792068893175152640,Negative
400,792068212397604864,Neutral
401,792068002057445376,Neutral
402,792067961435619328,Neutral
403,792067066639577088,Negative
404,792065046952148992,Negative
405,792064998147289089,Neutral
406,792064831583125504,Positive
407,792064523423260672,Neutral
408,792064048561025025,Negative
409,792063884840595458,Negative
410,792063856449351680,Neutral
411,792063423546785794,Positive
412,792062507691155456,Neutral
413,792062032367521792,Neutral
414,792061278898487297,Neutral
415,792060036583424000,Negative
416,792059984062324738,Positive
417,792059576057229312,Negative
418,792058416017604608,Neutral
419,792058292260507648,Neutral
420,792058211515981824,Neutral
421,792056803903275013,Neutral
422,792056302612705280,Positive
423,792055744652861444,Positive
424,792053890623606784,Negative
425,792053860302987264,Positive
426,792053679180439552,Neutral
427,792053548670410752,Positive
428,792053532807532544,Positive
429,792052795860025345,Neutral
430,792052309337473024,Negative
431,792051115047186434,Neutral
432,792050179323076608,Neutral
433,792050130056777728,Positive
434,792049817296011264,Neutral
435,792049738346627072,Neutral
436,792049570402500608,Neutral
437,792049432242061313,Positive
438,792049330215591936,Neutral
439,792049315833384961,Neutral
440,792049267938586624,Positive
441,792048984210698240,Neutral
442,792048095127277568,Positive
443,792047848804257792,Neutral
444,792047461422473216,Neutral
445,792046920533417984,Neutral
446,792046395893157888,Positive
447,792045683096387584,Neutral
448,792044792066826241,Neutral
449,792043883827986432,Neutral
450,792042753349849088,Negative
451,792042689621614592,Positive
452,792042095724924928,Neutral
453,792041993434198016,Neutral
454,792041288442998784,Neutral
455,792041154279772160,Neutral
456,792040861928345602,Neutral
457,792040780269494272,Positive
458,792040378484551681,Neutral
459,792040067753705472,Neutral
460,792039689561726976,Neutral
461,792039358144667648,Neutral
462,792039205027323908,Neutral
463,792039079982534658,Neutral
464,792039072944496640,Negative
465,792039005244260352,Neutral
466,792038909135953921,Neutral
467,792038460186066946,Neutral
468,792038132665421824,Neutral
469,792037577146720256,Neutral
470,792037518069735424,Neutral
471,792037506233556993,Neutral
472,792037182303301632,Positive
473,792036939561963520,Positive
474,792036894175395840,Positive
475,792036562615824385,Positive
476,792035658944610304,Negative
477,792035475443879937,Positive
478,792035036446982144,Neutral
479,792034751498465281,Positive
480,792034719353311233,Positive
481,792034672545001472,Neutral
482,792034534976094208,Negative
483,792034318877097984,Negative
484,792034206121660416,Positive
485,792034012021809152,Neutral
486,792033992430252032,Neutral
487,792033875333525504,Neutral
488,792033840265105408,Neutral
489,792033684278894593,Positive
490,792033575252140032,Neutral
491,792033349938343936,Neutral
492,792033184582144000,Neutral
493,792033137853206528,Neutral
494,792031163695112192,Neutral
495,792030657413275648,Positive
496,792028714892746752,Positive
497,792027390172078080,Neutral
498,792027187658559489,Neutral
499,792027033878618112,Neutral
500,792023692117147648,Neutral
501,792023664422072321,Neutral
502,792022816229130241,Neutral
503,792021241108373504,Neutral
504,792020990310096896,Positive
505,792020827088777216,Positive
506,792020293665615881,Positive
507,792019615161413634,Neutral
508,792017814064394240,Neutral
509,792016703928623106,Positive
510,792015567444205569,Neutral
511,792015434245611520,Positive
512,792015426213384192,Neutral
513,792014910930714624,Neutral
514,792014863941898240,Negative
515,792014121084616704,Neutral
516,792014101903921152,Neutral
517,792013947503276032,Neutral
518,792013741877526528,Neutral
519,792011972430659584,Neutral
520,792010437210566656,Neutral
521,792008514512228352,Neutral
522,792007369425358848,Neutral
523,792006219502329856,Positive
524,792005987783892992,Neutral
525,792004708143550465,Positive
526,792001320857268225,Neutral
527,792000710724489217,Positive
528,791999924061757440,Neutral
529,791999555604779008,Negative
530,791999518594179076,Neutral
531,791997772308381696,Neutral
532,791997658260992000,Positive
533,791997650358923265,Neutral
534,791996389672706049,Neutral
535,791991361734139904,Neutral
536,791991285053784064,Neutral
537,791990543551193088,Negative
538,791989117290766336,Neutral
539,791987268865101824,Neutral
540,791986430125961216,Negative
541,791985126909566976,Neutral
542,791984907627134976,Neutral
543,791982917291536384,Neutral
544,791981735735066624,Negative
545,791980900472938496,Neutral
546,791980519420461056,Positive
547,791979754404585472,Positive
548,791979332986085376,Neutral
549,791978841283723264,Neutral
550,791977643759382528,Neutral
551,791977566483705856,Neutral
552,791977520820264960,Neutral
553,791977365698121729,Neutral
554,791977186362208257,Neutral
555,791976166584442880,Neutral
556,791976124095934466,Neutral
557,791976022488911872,Neutral
558,791975772311457792,Neutral
559,791975566836535296,Positive
560,791975370941751298,Neutral
561,791974696287817728,Neutral
562,791973580976324608,Neutral
563,791972824239968256,Neutral
564,791972418105540608,Positive
565,791972077763002368,Neutral
566,791970066476720129,Neutral
567,791969823697752064,Neutral
568,791969809961398272,Neutral
569,791969637088960512,Neutral
570,791969508613353477,Neutral
571,791969296792580096,Neutral
572,791968660956917760,Neutral
573,791968618493816834,Neutral
574,791966616686727168,Positive
575,791966008676196357,Positive
576,791965984370233344,Neutral
577,791965738810548224,Neutral
578,791965622527594496,Negative
579,791965148147691521,Positive
580,791964647968546817,Neutral
581,791964408012353537,Positive
582,791963836781703169,Positive
583,791963533357355008,Neutral
584,791963359818096640,Positive
585,791963046398742528,Positive
586,791962951712317440,Positive
587,791962547695955968,Positive
588,791962381316337665,Positive
589,791962045017055232,Negative
590,791961883167236097,Positive
591,791961670557970432,Positive
592,791961593714053120,Negative
593,791961073725255680,Positive
594,791960144712114176,Neutral
595,791959094923894789,Neutral
596,791958078933438464,Positive
597,791958031546200064,Neutral
598,791957766017392640,Negative
599,791957487658250241,Neutral
600,791957486370598917,Neutral
601,791957256031973376,Neutral
602,791955411473539073,Neutral
603,791955393354141701,Neutral
604,791954394824577024,Neutral
605,791953572820754432,Neutral
606,791953326363467776,Neutral
607,791951995619807236,Neutral
608,791951049665892353,Neutral
609,791950950143406080,Neutral
610,791950041480998912,Neutral
611,791949909691805696,Positive
612,791946867365941248,Neutral
613,791946648326844416,Negative
614,791945502354878464,Neutral
615,791945290911666176,Negative
616,791944610624909313,Neutral
617,791942590539137024,Neutral
618,791940745229770752,Negative
619,791940299144650752,Neutral
620,791939850224017408,Negative
621,791938242220175360,Neutral
622,791938173110591488,Neutral
623,791938024078573573,Positive
624,791937970437632000,Negative
625,791937843299885060,Neutral
626,791937500616937472,Positive
627,791937077726154753,Neutral
628,791936439902580736,Positive
629,791935878146891776,Neutral
630,791935174489415680,Neutral
631,791934818959273984,Neutral
632,791933104029995008,Neutral
633,791932786726744064,Neutral
634,791932785904668672,Neutral
635,791932114769891329,Neutral
636,791931377146998784,Neutral
637,791931260239249408,Neutral
638,791930881896173569,Neutral
639,791930653960876032,Neutral
640,791929694228615168,Positive
641,791929460018655232,Positive
642,791928639197622272,Positive
643,791928554548109312,Positive
644,791928543789801473,Neutral
645,791928468007112706,Neutral
646,791928349593440256,Positive
647,791928088540028928,Neutral
648,791928026359472130,Positive
649,791928025076162560,Positive
650,791927738856828928,Negative
651,791927457100263424,Positive
652,791926768689045504,Positive
653,791925818712666112,Positive
654,791925505750540289,Positive
655,791925422522978304,Neutral
656,791924665400692736,Positive
657,791924374349623296,Positive
658,791924240861626369,Neutral
659,791924187489247232,Neutral
660,791923993116835840,Neutral
661,791923988893052928,Neutral
662,791923986061897732,Positive
663,791923755417120768,Positive
664,791923632641413121,Neutral
665,791923570779623424,Neutral
666,791923207456432128,Positive
667,791923150535536641,Neutral
668,791922682740641792,Positive
669,791922142451408896,Positive
670,791922058699517952,Negative
671,791921921801592832,Positive
672,791921787701309440,Positive
673,791921426181783552,Positive
674,791921127534702592,Positive
675,791921123080310784,Negative
676,791920577145556993,Negative
677,791920479661502464,Neutral
678,791919936780193792,Neutral
679,791919867289034752,Negative
680,791919684043976704,Neutral
681,791919052990115840,Neutral
682,791919035357069312,Neutral
683,791918966256046080,Neutral
684,791918748676550656,Neutral
685,791918608444186624,Neutral
686,791917778043342848,Neutral
687,791917006916194304,Neutral
688,791916988193005568,Negative
689,791916970333515776,Neutral
690,791916897700679680,Negative
691,791916520901373952,Negative
692,791915517099536384,Neutral
693,791915517032431616,Neutral
694,791915116300296192,Neutral
695,791914503801757697,Positive
696,791913458019147776,Neutral
697,791913156616466433,Positive
698,791913127990464513,Neutral
699,791913081014145024,Neutral
700,791913031991078912,Neutral
701,791912994858995712,Neutral
702,791912989028855808,Neutral
703,791912963590402048,Neutral
704,791912605765951488,Positive
705,791912423829544963,Positive
706,791912014641627136,Positive
707,791911866503196672,Positive
708,791911611116101632,Positive
709,791911388570451968,Neutral
710,791910735529910272,Positive
711,791910613047848960,Neutral
712,791910255965986816,Positive
713,791908785929478145,Neutral
714,791908723220373504,Negative
715,791908226409369600,Positive
716,791908122088525826,Negative
717,791907207814254592,Negative
718,791906396837117952,Positive
719,791906109904809984,Positive
720,791905206892105728,Positive
721,791904731513880576,Positive
722,791904563418787840,Neutral
723,791900302874140672,Neutral
724,791899847708151808,Neutral
725,791899814451671041,Positive
726,791899632402042880,Positive
727,791899549153554432,Positive
728,791899539062087680,Positive
729,791899506581331968,Positive
730,791899006016167936,Neutral
731,791898914807017472,Neutral
732,791898573516529664,Negative
733,791895622131585024,Neutral
734,791894745056411648,Negative
735,791893719301689344,Neutral
736,791893337972310016,Neutral
737,791886080895254528,Neutral
738,791885204696727552,Negative
739,791880103252881409,Negative
740,791875512360636416,Neutral
741,791874570026450944,Negative
742,791874334839177216,Neutral
743,791873093383942144,Negative
744,791869621565554688,Positive
745,791867318171275264,Neutral
746,791866633199509504,Neutral
747,791863710432329728,Neutral
748,791855570290610180,Neutral
749,791846794057637888,Positive
750,791845005111521280,Neutral
751,791834412077948928,Neutral
752,791828026086555648,Neutral
753,791826746073026560,Neutral
754,791821455839420416,Neutral
755,791821377070329856,Neutral
756,791809737444777985,Neutral
757,791802512827359232,Neutral
758,791791968959471616,Negative
759,791785757178486785,Neutral
760,791785124291547136,Negative
761,791785084651184128,Neutral
762,791782587287076865,Negative
763,791775157547327488,Neutral
764,791771876854988800,Negative
765,791769351900758016,Negative
766,791767976508784640,Neutral
767,791765108603162625,Negative
768,791764346351280128,Positive
769,791763919656353795,Negative
770,791763343031828480,Neutral
771,791762988382482432,Neutral
772,791762771130064896,Positive
773,791762126767611905,Neutral
774,791758621671624704,Positive
775,791758205311389696,Neutral
776,791757844882350080,Negative
777,791757009536290816,Neutral
778,791755942006296577,Neutral
779,791755536987553792,Negative
780,791753918363602946,Neutral
781,791753809580191744,Neutral
782,791753225972097025,Neutral
783,791752335378767872,Negative
784,791751764013879298,Positive
785,791750364320194564,Positive
786,791749039247257601,Neutral
787,791747827701575685,Neutral
788,791747310300594179,Negative
789,791747265706811392,Neutral
790,791747242218680320,Neutral
791,791746714147426304,Neutral
792,791746377973923840,Positive
793,791746368767418368,Neutral
794,791745517843779585,Neutral
795,791744797316935680,Neutral
796,791744109329481728,Neutral
797,791743155762765824,Neutral
798,791742548469489664,Positive
799,791741786301534212,Negative
800,791741436316254208,Negative
801,791741235673333761,Neutral
802,791741041988763649,Negative
803,791741013249363969,Neutral
804,791740182156435458,Negative
805,791740151307403264,Neutral
806,791739749375565824,Neutral
807,791739747743985664,Positive
808,791739704056176645,Neutral
809,791739510107365376,Neutral
810,791739502838419457,Negative
811,791738612035493889,Neutral
812,791737585626415104,Positive
813,791737494039621632,Neutral
814,791737240930181120,Negative
815,791736572337152001,Negative
816,791736543094403072,Positive
817,791736448433188864,Positive
818,791735373009391616,Neutral
819,791735163369713664,Positive
820,791735033665032192,Neutral
821,791734872096305153,Positive
822,791734535285248004,Neutral
823,791734425755189249,Neutral
824,791734315478609921,Positive
825,791733952478412800,Positive
826,791733116754944000,Neutral
827,791732989059293184,Negative
828,791732800730828800,Negative
829,791732735350046720,Neutral
830,791732668799016960,Negative
831,791732478662811648,Negative
832,791732259590209536,Negative
833,791732116635676672,Negative
834,791731486642868224,Neutral
835,791731335022903296,Neutral
836,791731161785655305,Positive
837,791730606883409920,Positive
838,791730569398849536,Negative
839,791729982129274880,Positive
840,791729812796735489,Neutral
841,791729278941532162,Neutral
842,791729030898839556,Neutral
843,791728093077667840,Negative
844,791727368176099328,Negative
845,791726938851274753,Positive
846,791723363983040513,Neutral
847,791723127927701504,Positive
848,791721297449455617,Neutral
849,791720294683738116,Neutral
850,791719777085562884,Neutral
851,791719439679033344,Neutral
852,791718909120483329,Neutral
853,791715941604290561,Negative
854,791714861835313152,Positive
855,791714798543245313,Negative
856,791714184740409344,Neutral
857,791705029250052096,Positive
858,791702557819363328,Neutral
859,791702180843646976,Negative
860,791702069979844608,Neutral
861,791701849892159488,Negative
862,791701316984795136,Neutral
863,791701047634956288,Neutral
864,791700929691185152,Neutral
865,791698651462660096,Neutral
866,791696913464786945,Neutral
867,791693958355226624,Negative
868,791693783314358273,Negative
869,791692636830785536,Neutral
870,791692456521760768,Positive
871,791692375173332992,Positive
872,791688009607446528,Negative
873,791687513542909952,Neutral
874,791683122027003904,Neutral
875,791682170985320448,Neutral
876,791681458616332290,Positive
877,791679075068895236,Neutral
878,791677128165253120,Neutral
879,791676789005443072,Neutral
880,791676786576912384,Negative
881,791676388331835392,Negative
882,791676376239726593,Neutral
883,791675897933881345,Positive
884,791675365085290496,Neutral
885,791671448582627328,Negative
886,791671060227842048,Neutral
887,791670103922343941,Neutral
888,791667185664032768,Neutral
889,791667121600299008,Neutral
890,791665758229135360,Neutral
891,791665582156357634,Negative
892,791665198503309312,Neutral
893,791664890364751872,Neutral
894,791664850116149248,Positive
895,791663770825330688,Positive
896,791660782161387521,Neutral
897,791659468522217472,Neutral
898,791659422573531137,Neutral
899,791658055738023936,Neutral
900,791653845931794432,Neutral
901,791652066318028800,Neutral
902,791650659963576321,Neutral
903,791648554406309888,Neutral
904,791647770507640832,Positive
905,791647742074482688,Positive
906,791646769696374784,Neutral
907,791645420405526528,Neutral
908,791644844896686081,Neutral
909,791643447673446400,Neutral
910,791643384100319232,Negative
911,791643029211869184,Neutral
912,791642806204989440,Neutral
913,791641072418119680,Neutral
914,791640312791785472,Neutral
915,791639686217216000,Neutral
916,791639648284082176,Neutral
917,791638328298893312,Neutral
918,791638275094085632,Neutral
919,791636536928325634,Negative
920,791635763066724352,Neutral
921,791635181593649153,Neutral
922,791634947014549504,Neutral
923,791634423347195904,Neutral
924,791634277926567936,Neutral
925,791633260908572673,Positive
926,791633018293223425,Neutral
927,791632059047510016,Neutral
928,791630173787545600,Negative
929,791629655937802240,Neutral
930,791628832478531584,Neutral
931,791628703507898368,Neutral
932,791628156440567808,Positive
933,791627239494414336,Neutral
934,791627083952697345,Neutral
935,791625766828118016,Neutral
936,791624567936716801,Negative
937,791624558575030272,Neutral
938,791623816082513920,Negative
939,791623332391247872,Neutral
940,791619509740273664,Neutral
941,791618392675332098,Negative
942,791618392281141248,Negative
943,791618391354187776,Negative
944,791617912897409024,Neutral
945,791617741245386752,Negative
946,791616818637049856,Neutral
947,791616079000928256,Negative
948,791616055097434112,Negative
949,791615392686931968,Neutral
950,791614331360251904,Neutral
951,791614205308784640,Negative
952,791614150463983617,Negative
953,791613777082851328,Negative
954,791612962444288000,Negative
955,791611557721608192,Neutral
956,791611269015019520,Neutral
957,791611079482834944,Neutral
958,791610247064453120,Positive
959,791605833557762048,Neutral
960,791603823307612160,Neutral
961,791603613403648000,Neutral
962,791603282921787392,Positive
963,791600325169975297,Neutral
964,791594760242917376,Negative
965,791594496622551041,Negative
966,791593878751154176,Positive
967,791593781158113280,Negative
968,791590637401415680,Neutral
969,791590415245910016,Negative
970,791589909383487488,Neutral
971,791588320207929345,Neutral
972,791587666143870977,Negative
973,791587285552726016,Neutral
974,791587049350529024,Neutral
975,791586528443129856,Negative
976,791585784038055936,Neutral
977,791584243675693056,Neutral
978,791582300517634048,Neutral
979,791582246746595328,Neutral
980,791581724304142336,Positive
981,791581673276059648,Neutral
982,791581575121084416,Neutral
983,791580823568998400,Neutral
984,791580369367789568,Neutral
985,791580049463967745,Neutral
986,791578915487834112,Positive
987,791577830970761216,Neutral
988,791577340174299136,Neutral
989,791576856436891648,Neutral
990,791576846357921792,Neutral
991,791576355771125760,Positive
992,791576225735122944,Neutral
993,791576035141808128,Neutral
994,791575996587651072,Neutral
995,791574998616014848,Neutral
996,791574829036077056,Neutral
997,791574479726055425,Neutral
998,791574388307099648,Neutral
999,791574221285650432,Neutral
1000,791537939931095040,Negative
1001,791389969826848772,Neutral
1002,791387302744522752,Neutral
1003,791384971269267456,Neutral
1004,791384017371267072,Neutral
1005,791382513990135808,Neutral
1006,791381250921619456,Neutral
1007,791377525050052608,Neutral
1008,791376717583683585,Neutral
1009,791375871974268929,Neutral
1010,791374771644686336,Neutral
1011,791367366449958912,Neutral
1012,791363471682117633,Neutral
1013,791347677904695296,Positive
1014,791327138364481537,Positive
1015,791322110950014976,Positive
1016,791319427140710400,Neutral
1017,791309151674785792,Neutral
1018,791308152625065984,Negative
1019,791306792466874368,Positive
1020,791302263469907968,Positive
1021,791294712837726213,Neutral
1022,791293998287716352,Negative
1023,791293649783025664,Positive
1024,791293086202724352,Neutral
1025,791272079169613824,Neutral
1026,791260034663649280,Neutral
1027,791259778618126340,Neutral
1028,791250333859217408,Neutral
1029,791250088161050624,Neutral
